,id,rec,loc,gen,sp,lat,lng,alt,type,q,length,bird-seen,file,en
182,346112,David Moyer,"Mbatamila, Mecula, Niassa",Phyllastrephus,cerviniventris,-12.1786,37.5475,600,song,C,2:25,yes,https://xeno-canto.org/346112/download,Grey-olive Greenbul
183,520539,Lynette Rudman,"Cheringoma, Sofala",Phyllastrephus,debilis,-18.0238,35.1757,120,song,B,0:21,yes,https://xeno-canto.org/520539/download,Lowland Tiny Greenbul
184,520538,Lynette Rudman,"Cheringoma, Sofala",Phyllastrephus,debilis,-18.0242,35.1766,110,song,B,0:06,yes,https://xeno-canto.org/520538/download,Lowland Tiny Greenbul
185,520537,Lynette Rudman,"Cheringoma, Sofala",Phyllastrephus,debilis,-18.0245,35.1763,110,song,C,0:21,yes,https://xeno-canto.org/520537/download,Lowland Tiny Greenbul
186,430248,Alan Collett,"Chibabava, Sofala",Phyllastrephus,debilis,-20.5913,34.3745,60,call,D,0:28,yes,https://xeno-canto.org/430248/download,Lowland Tiny Greenbul
187,256487,Niall Perrins,"Cheringoma, Sofala",Phyllastrephus,debilis,-18.2726,35.2395,300,call,D,0:48,yes,https://xeno-canto.org/256487/download,Lowland Tiny Greenbul
188,59740,Bram Piot,Inhaca island,Pseudhirundo,griseopyga,-26.023,32.907,5,call,C,0:14,unknown,https://xeno-canto.org/59740/download,Grey-rumped Swallow
189,475668,Gary Allport,"Marracuene, Maputo",Phedina,borbonica,-25.7331,32.709,10,call,C,0:06,yes,https://xeno-canto.org/475668/download,Mascarene Martin
190,312037,Niall Perrins,"Murraca, Caia, Sofala",Melocichla,mentalis,-17.7051,35.2286,30,song,B,0:31,yes,https://xeno-canto.org/312037/download,Moustached Grass Warbler
191,520472,Lynette Rudman,"Marromeu, Sofala",Melocichla,mentalis,-17.8602,35.334,50,song,C,0:11,yes,https://xeno-canto.org/520472/download,Moustached Grass Warbler
192,520227,Niall Perrins,"Cheringoma, Sofala",Melocichla,mentalis,-18.114,34.9796,30,song,C,0:32,yes,https://xeno-canto.org/520227/download,Moustached Grass Warbler
193,381697,Warren McCleland,"Quiterajo, Cabo Delgado",Macrosphenus,kretschmeri,-11.77,40.3951,100,song,A,0:34,yes,https://xeno-canto.org/381697/download,Kretschmer's Longbill
194,494651,Barnaby,"Palma, Cabo Delgado Province",Sylvietta,whytii,-10.8438,40.5355,20,call,A,0:08,no,https://xeno-canto.org/494651/download,Red-faced Crombec
195,520534,Lynette Rudman,"Coutadas, Sofala",Sylvietta,whytii,-18.2447,35.2188,260,song,C,0:08,no,https://xeno-canto.org/520534/download,Red-faced Crombec
196,346854,David Moyer,"Mbatamila, Mecula, Niassa",Sylvietta,whytii,-12.1735,37.5381,480,song,C,0:38,no,https://xeno-canto.org/346854/download,Red-faced Crombec
197,346560,David Moyer,"Mbatamila, Mecula, Niassa",Erythrocercus,livingstonei,-12.1835,37.5516,460,"call, song",B,0:33,yes,https://xeno-canto.org/346560/download,Livingstone's Flycatcher
198,346558,David Moyer,"Mbatamila, Mecula, Niassa",Erythrocercus,livingstonei,-12.1835,37.5516,460,"call, song",B,1:25,yes,https://xeno-canto.org/346558/download,Livingstone's Flycatcher
199,346559,David Moyer,"Mbatamila, Mecula, Niassa",Erythrocercus,livingstonei,-12.1835,37.5516,460,"call, song",C,0:49,yes,https://xeno-canto.org/346559/download,Livingstone's Flycatcher
200,183951,Niall Perrins,"Cheringoma, Sofala",Acrocephalus,griseldis,-18.114,34.9796,30,song,C,1:19,yes,https://xeno-canto.org/183951/download,Basra Reed Warbler
201,452902,Antonio Xeira,"Dona Alice - Costa do Sol, Maputo",Acrocephalus,gracilirostris,-25.9061,32.6335,10,song,B,0:06,no,https://xeno-canto.org/452902/download,Lesser Swamp Warbler
202,433951,Gary Allport,"Marracuene, Maputo",Acrocephalus,gracilirostris,-25.7331,32.709,10,song,B,0:39,no,https://xeno-canto.org/433951/download,Lesser Swamp Warbler
203,201497,Niall Perrins,"Matutuíne District, Maputo",Acrocephalus,gracilirostris,-26.237,32.9233,0,call,B,0:26,yes,https://xeno-canto.org/201497/download,Lesser Swamp Warbler
204,524528,Lynette Rudman,"Marromeu, Sofala",Acrocephalus,arundinaceus,-17.863,35.3217,30,song,C,0:14,yes,https://xeno-canto.org/524528/download,Great Reed Warbler
205,453372,Antonio Xeira,"Dona Alice - Costa do Sol, Maputo",Acrocephalus,baeticatus,-25.9061,32.6335,10,song,B,0:12,yes,https://xeno-canto.org/453372/download,African Reed Warbler
206,432684,Gary Allport,"Maputo, Maputo",Acrocephalus,baeticatus,-25.8982,32.6648,0,song,B,0:29,yes,https://xeno-canto.org/432684/download,African Reed Warbler
