,biotope,PC1_barycenter,PC2_barycenter,PC3_barycenter
0,Grasslands,0.042656494193853284,1.1364774878860873,-0.32938052659986755
1,Forest,0.6705519026628988,0.9449506641981285,0.25754766590692707
2,Wetlands,-0.2933878766215196,-0.6261744741820262,-0.3265780434035313
3,Woodlands,0.21749773252522953,0.32929097820247144,0.7065816056766517
4,Marshlands,0.47032797262243164,0.9964625630707508,-0.11158294772610416
