,SP,record,n_roi,min_t,max_t,min_f,max_f,dt,df,APD,Familiy,Order
835,Calendulauda_africanoides,449420,22,11.2621,11.3322,2934.712,6107.374,0.0701,3172.662,-70.94,Alaudidae,Passeriformes
836,Calendulauda_africanoides,449420,23,11.3422,11.4324,3886.511,7535.072,0.0902,3648.561,-71.71,Alaudidae,Passeriformes
837,Calendulauda_africanoides,449420,24,11.4825,11.6027,5631.475,6702.248,0.1202,1070.773,-63.46,Alaudidae,Passeriformes
838,Calendulauda_africanoides,449420,25,11.6127,11.7129,2855.396,6147.032,0.1002,3291.637,-72.54,Alaudidae,Passeriformes
839,Calendulauda_africanoides,449420,26,11.7229,11.783,4877.968,6384.982,0.0601,1507.014,-65.28,Alaudidae,Passeriformes
840,Calendulauda_africanoides,449420,27,11.793,11.9032,3370.953,6266.007,0.1102,2895.054,-69.47,Alaudidae,Passeriformes
841,Calendulauda_africanoides,449420,28,11.9032,11.9633,4996.942,6543.615,0.0601,1546.673,-69.76,Alaudidae,Passeriformes
842,Calendulauda_africanoides,449420,29,11.9333,12.0134,3370.953,3886.511,0.0801,515.558,-69.35,Alaudidae,Passeriformes
843,Calendulauda_africanoides,449420,30,12.0335,12.0835,5195.234,6622.932,0.0501,1427.698,-72.35,Alaudidae,Passeriformes
844,Calendulauda_africanoides,449420,31,12.0635,12.1036,3212.32,4600.36,0.0401,1388.04,-69.21,Alaudidae,Passeriformes
845,Calendulauda_africanoides,449420,32,12.1236,12.2338,5076.259,6266.007,0.1102,1189.748,-67.86,Alaudidae,Passeriformes
846,Calendulauda_africanoides,449420,33,12.2438,12.2939,3569.245,6266.007,0.0501,2696.763,-71.4,Alaudidae,Passeriformes
847,Caprimulgus_pectoralis,705357,1,0.3835,1.0459,1120.673,2089.904,0.6624,969.231,-62.23,Caprimulgidae,Caprimulgiformes
848,Caprimulgus_pectoralis,705357,2,1.2086,1.778,878.365,1968.75,0.5694,1090.385,-53.86,Caprimulgidae,Caprimulgiformes
849,Caprimulgus_pectoralis,705357,3,5.5083,6.1358,1060.096,2089.904,0.6275,1029.808,-55.21,Caprimulgidae,Caprimulgiformes
850,Caprimulgus_pectoralis,705357,4,6.2985,6.9377,1241.827,2014.183,0.6392,772.356,-52.58,Caprimulgidae,Caprimulgiformes
851,Caprimulgus_pectoralis,705357,5,10.2964,10.924,1120.673,2059.615,0.6275,938.942,-55.32,Caprimulgidae,Caprimulgiformes
852,Caprimulgus_pectoralis,705357,6,11.075,11.7142,1211.538,1968.75,0.6392,757.212,-52.44,Caprimulgidae,Caprimulgiformes
853,Caprimulgus_pectoralis,705357,7,14.4418,15.0694,1090.385,2029.327,0.6275,938.942,-55.12,Caprimulgidae,Caprimulgiformes
854,Caprimulgus_pectoralis,705357,8,15.2204,15.8596,1211.538,1999.038,0.6392,787.5,-52.57,Caprimulgidae,Caprimulgiformes
855,Caprimulgus_pectoralis,705357,9,19.9376,20.6116,817.788,2029.327,0.674,1211.538,-56.51,Caprimulgidae,Caprimulgiformes
856,Caprimulgus_pectoralis,705357,10,20.7859,21.4018,1181.25,1968.75,0.6159,787.5,-52.44,Caprimulgidae,Caprimulgiformes
857,Caprimulgus_pectoralis,705357,11,25.2009,25.8285,1090.385,1999.038,0.6275,908.654,-54.94,Caprimulgidae,Caprimulgiformes
858,Caprimulgus_pectoralis,705357,12,25.9795,26.6187,1211.538,1968.75,0.6392,757.212,-52.05,Caprimulgidae,Caprimulgiformes
859,Caprimulgus_pectoralis,705357,13,29.925,30.5293,1090.385,1999.038,0.6043,908.654,-51.7,Caprimulgidae,Caprimulgiformes
860,Caprimulgus_pectoralis,705357,14,30.6688,31.3311,1241.827,1968.75,0.6624,726.923,-52.43,Caprimulgidae,Caprimulgiformes
861,Centropus_grillii,457592,1,0.0939,0.149,757.212,969.231,0.0551,212.019,-64.99,Cuculidae,Cuculiformes
862,Centropus_grillii,457593,2,0.2267,0.272,726.923,969.231,0.0453,242.308,-66.48,Cuculidae,Cuculiformes
863,Centropus_grillii,457594,3,0.9715,1.0233,696.635,999.519,0.0518,302.885,-66.32,Cuculidae,Cuculiformes
864,Centropus_grillii,457595,4,1.0945,1.1464,757.212,969.231,0.0518,212.019,-66.01,Cuculidae,Cuculiformes
865,Centropus_grillii,457596,5,1.386,1.4313,787.5,999.519,0.0453,212.019,-72.01,Cuculidae,Cuculiformes
866,Centropus_grillii,457597,6,1.5091,1.5479,817.788,1060.096,0.0389,242.308,-72.75,Cuculidae,Cuculiformes
867,Centropus_grillii,457598,7,1.7098,1.7616,726.923,1029.808,0.0518,302.885,-66.12,Cuculidae,Cuculiformes
868,Centropus_grillii,457599,8,1.8394,1.8912,757.212,969.231,0.0518,212.019,-65.66,Cuculidae,Cuculiformes
869,Centropus_grillii,457600,9,2.4837,2.5355,696.635,1120.673,0.0518,424.038,-66.25,Cuculidae,Cuculiformes
870,Centropus_grillii,457601,10,2.6067,2.6456,787.5,1029.808,0.0389,242.308,-63.4,Cuculidae,Cuculiformes
871,Centropus_grillii,457602,11,3.2285,3.3062,726.923,1060.096,0.0777,333.173,-67.99,Cuculidae,Cuculiformes
872,Centropus_grillii,457603,12,3.371,3.4358,757.212,999.519,0.0648,242.308,-66.44,Cuculidae,Cuculiformes
873,Centropus_grillii,457604,13,4.064,4.1352,726.923,999.519,0.0712,272.596,-67.22,Cuculidae,Cuculiformes
874,Centropus_grillii,457605,14,4.1806,4.2518,757.212,1120.673,0.0712,363.462,-68.45,Cuculidae,Cuculiformes
875,Centropus_grillii,457606,15,4.9448,5.0096,726.923,999.519,0.0648,272.596,-67.19,Cuculidae,Cuculiformes
876,Centropus_grillii,457607,16,5.0743,5.1262,757.212,1029.808,0.0518,272.596,-66.14,Cuculidae,Cuculiformes
877,Centropus_grillii,457608,17,5.9033,5.9681,726.923,999.519,0.0648,272.596,-66.6,Cuculidae,Cuculiformes
878,Centropus_grillii,457609,18,6.0264,6.0847,726.923,1029.808,0.0583,302.885,-67.74,Cuculidae,Cuculiformes
879,Chrysococcyx_caprius,452899,1,0.4266,0.8081,2332.212,5421.635,0.3815,3089.423,-43.63,Cuculidae,Cuculiformes
880,Chrysococcyx_caprius,452899,2,0.8684,1.1444,2453.365,5633.654,0.2761,3180.288,-42.45,Cuculidae,Cuculiformes
881,Chrysococcyx_caprius,452899,3,1.1946,1.3101,2423.077,5573.077,0.1154,3150.0,-41.56,Cuculidae,Cuculiformes
882,Chrysococcyx_caprius,452899,4,1.3452,1.4054,2332.212,2604.808,0.0602,272.596,-40.22,Cuculidae,Cuculiformes
883,Chrysococcyx_caprius,452899,5,1.4456,1.4908,2332.212,2544.231,0.0452,212.019,-41.01,Cuculidae,Cuculiformes
884,Chrysococcyx_caprius,452899,6,3.0719,3.4684,2362.5,5334.677,0.3965,2972.177,-46.8,Cuculidae,Cuculiformes
885,Chrysococcyx_caprius,452899,7,3.5537,3.8197,2392.788,5611.29,0.266,3218.502,-48.88,Cuculidae,Cuculiformes
886,Chrysococcyx_caprius,452899,8,3.8875,4.0356,2423.077,5361.058,0.1481,2937.981,-47.86,Cuculidae,Cuculiformes
887,Chrysococcyx_klaas,448614,1,1.6197,1.9323,2392.788,2786.538,0.3126,393.75,-55.97,Cuculidae,Cuculiformes
888,Chrysococcyx_klaas,448614,2,2.1312,2.3585,2423.077,2816.827,0.2273,393.75,-52.82,Cuculidae,Cuculiformes
889,Chrysococcyx_klaas,448614,3,2.4154,2.7848,2423.077,2786.538,0.3694,363.462,-50.81,Cuculidae,Cuculiformes
890,Chrysococcyx_klaas,448614,4,2.9269,3.1826,2453.365,2816.827,0.2557,363.462,-49.39,Cuculidae,Cuculiformes
891,Chrysococcyx_klaas,448614,5,3.2679,3.6373,2453.365,2786.538,0.3694,333.173,-48.12,Cuculidae,Cuculiformes
892,Chrysococcyx_klaas,448614,6,3.8078,4.0067,2513.942,2816.827,0.1989,302.885,-48.99,Cuculidae,Cuculiformes
893,Chrysococcyx_klaas,448614,7,4.1204,4.4329,2453.365,2816.827,0.3126,363.462,-46.6,Cuculidae,Cuculiformes
894,Chrysococcyx_klaas,448614,8,4.6318,4.916,2574.519,2847.115,0.2842,272.596,-45.65,Cuculidae,Cuculiformes
895,Chrysococcyx_klaas,448614,9,27.6873,27.9999,2332.212,2695.673,0.3126,363.462,-48.56,Cuculidae,Cuculiformes
896,Chrysococcyx_klaas,448614,10,28.2272,28.483,2362.5,2756.25,0.2557,393.75,-48.59,Cuculidae,Cuculiformes
897,Chrysococcyx_klaas,448614,11,28.5682,28.8808,2453.365,2786.538,0.3126,333.173,-44.52,Cuculidae,Cuculiformes
898,Chrysococcyx_klaas,448614,12,29.0513,29.307,2453.365,2786.538,0.2557,333.173,-45.3,Cuculidae,Cuculiformes
899,Chrysococcyx_klaas,448614,13,29.3639,29.7333,2362.5,2786.538,0.3694,424.038,-44.69,Cuculidae,Cuculiformes
900,Chrysococcyx_klaas,448614,14,29.9038,30.1311,2483.654,2877.404,0.2273,393.75,-44.31,Cuculidae,Cuculiformes
901,Chrysococcyx_klaas,448614,15,30.3016,30.6426,2332.212,2786.538,0.341,454.327,-44.54,Cuculidae,Cuculiformes
902,Chrysococcyx_klaas,448614,16,30.8131,31.0688,2483.654,2847.115,0.2557,363.462,-44.59,Cuculidae,Cuculiformes
903,Chrysococcyx_klaas,448614,17,49.858,50.1421,2392.788,2756.25,0.2842,363.462,-52.6,Cuculidae,Cuculiformes
904,Chrysococcyx_klaas,448614,18,50.341,50.5968,2392.788,2786.538,0.2557,393.75,-49.1,Cuculidae,Cuculiformes
905,Chrysococcyx_klaas,448614,19,50.7104,50.9946,2453.365,2816.827,0.2842,363.462,-48.34,Cuculidae,Cuculiformes
906,Chrysococcyx_klaas,448614,20,51.1502,51.3775,2483.654,2847.115,0.2273,363.462,-45.48,Cuculidae,Cuculiformes
907,Chrysococcyx_klaas,448614,21,51.5196,51.889,2453.365,2847.115,0.3694,393.75,-48.04,Cuculidae,Cuculiformes
908,Chrysococcyx_klaas,448614,22,52.0311,52.3152,2513.942,2816.827,0.2842,302.885,-45.33,Cuculidae,Cuculiformes
909,Chrysococcyx_klaas,448614,23,74.5304,74.8714,2301.923,2756.25,0.341,454.327,-53.17,Cuculidae,Cuculiformes
910,Chrysococcyx_klaas,448614,24,75.0704,75.2693,2301.923,2816.827,0.1989,514.904,-49.73,Cuculidae,Cuculiformes
911,Chrysococcyx_klaas,448614,25,75.3829,75.6955,2392.788,2786.538,0.3126,393.75,-48.97,Cuculidae,Cuculiformes
912,Chrysococcyx_klaas,448614,26,75.866,76.1218,2423.077,2786.538,0.2557,363.462,-48.84,Cuculidae,Cuculiformes
913,Chrysococcyx_klaas,448614,27,76.207,76.5764,2450.0,2858.333,0.3694,408.333,-48.22,Cuculidae,Cuculiformes
914,Chrysococcyx_klaas,448614,28,76.6901,76.9742,2453.365,2877.404,0.2842,424.038,-51.59,Cuculidae,Cuculiformes
915,Chrysococcyx_klaas,448614,29,77.0879,77.4573,2412.879,2816.827,0.3694,403.948,-47.1,Cuculidae,Cuculiformes
916,Chrysococcyx_klaas,448614,30,77.5852,77.8836,2423.077,2862.26,0.2984,439.183,-51.13,Cuculidae,Cuculiformes
917,Chrysococcyx_klaas,448614,31,102.4164,102.7574,2301.515,2821.212,0.341,519.697,-53.0,Cuculidae,Cuculiformes
918,Chrysococcyx_klaas,448614,32,102.9563,103.1552,2412.879,2709.848,0.1989,296.97,-50.46,Cuculidae,Cuculiformes
919,Chrysococcyx_klaas,448614,33,103.2689,103.6098,2450.0,2784.091,0.341,334.091,-48.22,Cuculidae,Cuculiformes
920,Chrysococcyx_klaas,448614,34,103.8088,104.0361,2375.758,2858.333,0.2273,482.576,-51.19,Cuculidae,Cuculiformes
921,Chrysococcyx_klaas,448614,35,104.1213,104.4623,2412.879,2784.091,0.341,371.212,-45.1,Cuculidae,Cuculiformes
922,Chrysococcyx_klaas,448614,36,104.6328,104.8602,2375.758,2821.212,0.2273,445.455,-50.23,Cuculidae,Cuculiformes
923,Chrysococcyx_klaas,448614,37,105.0022,105.3717,2412.879,2821.212,0.3694,408.333,-47.91,Cuculidae,Cuculiformes
924,Chrysococcyx_klaas,448614,38,105.5137,105.7553,2412.879,2784.091,0.2415,371.212,-49.57,Cuculidae,Cuculiformes
925,Chlorophoneus_olivaceus,104021,1,0.7859,1.1002,1638.259,17417.011,0.3143,15778.752,-69.34,Malaconotidae,Passeriformes
926,Chlorophoneus_olivaceus,104021,2,1.226,1.6189,1807.734,17341.323,0.3929,15533.589,-63.83,Malaconotidae,Passeriformes
927,Chlorophoneus_olivaceus,104021,3,1.7603,2.169,1807.734,17568.386,0.4087,15760.653,-64.59,Malaconotidae,Passeriformes
928,Chlorophoneus_olivaceus,104021,4,2.3576,2.7977,1638.259,17568.386,0.4401,15930.128,-63.7,Malaconotidae,Passeriformes
929,Chlorophoneus_olivaceus,104021,5,3.002,3.4421,1537.21,17644.074,0.4401,16106.864,-63.74,Malaconotidae,Passeriformes
930,Chlorophoneus_olivaceus,104021,6,3.6543,4.0551,1812.508,16887.196,0.4008,15074.688,-64.03,Malaconotidae,Passeriformes
931,Cossypha_humeralis,400928,1,0.2085,0.3032,2218.374,3604.858,0.0948,1386.484,-48.18,Muscicapidae,Passeriformes
932,Cossypha_humeralis,400928,2,0.4075,0.5401,2107.456,3660.317,0.1327,1552.862,-49.64,Muscicapidae,Passeriformes
933,Cossypha_humeralis,400928,3,0.6159,0.7296,2218.374,3549.399,0.1137,1331.025,-49.97,Muscicapidae,Passeriformes
934,Cossypha_humeralis,400928,4,0.8054,0.9286,2162.915,3604.858,0.1232,1441.943,-51.65,Muscicapidae,Passeriformes
935,Cossypha_humeralis,400928,5,1.0139,1.1371,1996.537,3493.939,0.1232,1497.403,-54.03,Muscicapidae,Passeriformes
936,Cossypha_humeralis,400928,6,1.2508,1.3835,1941.077,3493.939,0.1327,1552.862,-56.42,Muscicapidae,Passeriformes
937,Cossypha_humeralis,400928,7,3.7951,3.8994,2606.59,3660.317,0.1042,1053.728,-51.85,Muscicapidae,Passeriformes
938,Cossypha_humeralis,400928,8,4.1268,4.2595,1996.537,3105.724,0.1327,1109.187,-61.06,Muscicapidae,Passeriformes
939,Cossypha_humeralis,400928,9,4.6669,4.7806,2051.996,3327.561,0.1137,1275.565,-55.71,Muscicapidae,Passeriformes
940,Cossypha_humeralis,400928,10,4.3068,4.5532,1719.24,2384.752,0.2464,665.512,-56.43,Muscicapidae,Passeriformes
941,Cossypha_humeralis,400928,11,4.8849,5.0839,2218.374,2717.508,0.199,499.134,-53.38,Muscicapidae,Passeriformes
942,Cossypha_humeralis,400928,12,5.1691,5.3208,11591.005,12201.058,0.1516,610.053,-57.12,Muscicapidae,Passeriformes
943,Cossypha_humeralis,400928,13,5.1502,5.3302,3715.777,4214.911,0.18,499.134,-48.32,Muscicapidae,Passeriformes
944,Cossypha_humeralis,400928,14,5.3302,5.4818,2828.427,3493.939,0.1516,665.512,-50.87,Muscicapidae,Passeriformes
945,Cossypha_humeralis,400928,15,5.5008,5.6903,2828.427,3383.021,0.1895,554.594,-47.61,Muscicapidae,Passeriformes
946,Cossypha_humeralis,400928,16,5.8893,6.022,2051.996,3549.399,0.1327,1497.403,-51.97,Muscicapidae,Passeriformes
947,Cossypha_humeralis,400928,17,6.1925,6.3347,2051.996,3493.939,0.1421,1441.943,-53.0,Muscicapidae,Passeriformes
948,Cossypha_humeralis,400928,18,6.4199,6.5621,1941.077,3493.939,0.1421,1552.862,-53.05,Muscicapidae,Passeriformes
949,Cossypha_humeralis,400928,19,6.6189,6.7421,2051.996,3438.48,0.1232,1386.484,-52.96,Muscicapidae,Passeriformes
950,Cossypha_humeralis,400928,20,6.8274,6.9601,1996.537,3438.48,0.1327,1441.943,-53.92,Muscicapidae,Passeriformes
951,Cossypha_humeralis,400928,21,7.0359,7.1306,2051.996,3549.399,0.0948,1497.403,-53.85,Muscicapidae,Passeriformes
952,Cossypha_humeralis,400928,22,7.2633,7.396,1941.077,3549.399,0.1327,1608.321,-53.77,Muscicapidae,Passeriformes
953,Cossypha_humeralis,400928,23,7.5191,7.6234,2051.996,3161.183,0.1042,1109.187,-61.1,Muscicapidae,Passeriformes
954,Cossypha_humeralis,400928,24,7.6897,7.9171,1719.24,2440.212,0.2274,720.972,-58.37,Muscicapidae,Passeriformes
955,Cossypha_humeralis,400928,25,7.7543,7.9344,11424.627,11868.302,0.18,443.675,-72.76,Muscicapidae,Passeriformes
956,Cossypha_humeralis,400928,26,9.9527,10.1138,1941.077,3715.777,0.1611,1774.699,-57.71,Muscicapidae,Passeriformes
957,Cossypha_humeralis,400928,27,10.4076,10.5307,1996.537,3272.102,0.1232,1275.565,-58.85,Muscicapidae,Passeriformes
958,Cossypha_humeralis,400928,28,10.616,10.8245,2107.456,3272.102,0.2085,1164.646,-57.33,Muscicapidae,Passeriformes
959,Cossypha_humeralis,400928,29,10.9193,11.0424,11646.465,12311.977,0.1232,665.512,-59.24,Muscicapidae,Passeriformes
960,Cossypha_humeralis,400928,30,10.8908,11.0709,3604.858,4103.992,0.18,499.134,-47.37,Muscicapidae,Passeriformes
961,Cossypha_humeralis,400928,31,11.033,11.213,2828.427,3493.939,0.18,665.512,-52.04,Muscicapidae,Passeriformes
962,Cossypha_humeralis,400928,32,11.2414,11.412,2883.886,3383.021,0.1706,499.134,-48.68,Muscicapidae,Passeriformes
963,Cossypha_humeralis,400928,33,11.592,11.7057,2051.996,3161.183,0.1137,1109.187,-60.91,Muscicapidae,Passeriformes
964,Cossypha_humeralis,400928,34,11.7436,11.9521,1663.781,2440.212,0.2085,776.431,-58.48,Muscicapidae,Passeriformes
965,Cossypha_humeralis,400928,35,15.2614,15.3846,2606.59,3771.236,0.1232,1164.646,-58.23,Muscicapidae,Passeriformes
966,Cossypha_humeralis,400928,36,15.6689,15.7731,1996.537,3105.724,0.1042,1109.187,-62.46,Muscicapidae,Passeriformes
967,Cossypha_humeralis,400928,37,15.8299,16.0668,1663.781,2384.752,0.2369,720.972,-56.62,Muscicapidae,Passeriformes
968,Cossypha_humeralis,400928,38,16.2374,16.3606,1996.537,3216.643,0.1232,1220.106,-56.87,Muscicapidae,Passeriformes
969,Cossypha_humeralis,400928,39,16.4364,16.588,1941.077,2772.968,0.1516,831.89,-56.49,Muscicapidae,Passeriformes
970,Cossypha_humeralis,400928,40,16.7396,16.8818,11646.465,12311.977,0.1421,665.512,-65.56,Muscicapidae,Passeriformes
971,Cossypha_humeralis,400928,41,16.7112,16.8818,3493.939,4214.911,0.1706,720.972,-43.31,Muscicapidae,Passeriformes
972,Cossypha_humeralis,400928,42,16.8628,17.0049,2828.427,3549.399,0.1421,720.972,-52.82,Muscicapidae,Passeriformes
973,Cossypha_humeralis,400928,43,17.0523,17.2229,2828.427,3438.48,0.1706,610.053,-52.97,Muscicapidae,Passeriformes
974,Cossypha_humeralis,400928,44,17.2797,17.4408,2883.886,3327.561,0.1611,443.675,-50.91,Muscicapidae,Passeriformes
975,Cossypha_humeralis,400928,45,17.6398,17.763,2051.996,3161.183,0.1232,1109.187,-60.26,Muscicapidae,Passeriformes
976,Cossypha_humeralis,400928,46,17.8009,18.0473,1663.781,2384.752,0.2464,720.972,-57.51,Muscicapidae,Passeriformes
977,Cossypha_humeralis,400928,47,18.2084,18.3316,1830.159,3715.777,0.1232,1885.618,-53.95,Muscicapidae,Passeriformes
978,Cossypha_humeralis,400928,48,18.4453,18.559,1996.537,3660.317,0.1137,1663.781,-52.71,Muscicapidae,Passeriformes
979,Cossypha_humeralis,400928,49,18.6443,18.7674,1885.618,3715.777,0.1232,1830.159,-53.92,Muscicapidae,Passeriformes
980,Cossypha_humeralis,400928,50,18.8527,18.957,1830.159,3771.236,0.1042,1941.077,-55.28,Muscicapidae,Passeriformes
981,Cossypha_humeralis,400928,51,21.5782,21.6824,2662.049,3660.317,0.1042,998.268,-57.21,Muscicapidae,Passeriformes
982,Cossypha_humeralis,400928,52,22.0046,22.1372,1941.077,3105.724,0.1327,1164.646,-62.54,Muscicapidae,Passeriformes
983,Cossypha_humeralis,400928,53,22.1751,22.4784,1774.699,2495.671,0.3032,720.972,-56.29,Muscicapidae,Passeriformes
984,Cossypha_humeralis,400928,54,22.5921,22.7626,1941.077,3161.183,0.1706,1220.106,-57.79,Muscicapidae,Passeriformes
985,Cossypha_humeralis,400928,55,22.8195,22.9995,1830.159,3050.265,0.18,1220.106,-58.12,Muscicapidae,Passeriformes
986,Cossypha_humeralis,400928,56,23.1038,23.2459,3493.939,4159.452,0.1421,665.512,-42.66,Muscicapidae,Passeriformes
987,Cossypha_humeralis,400928,57,23.2459,23.388,2828.427,3549.399,0.1421,720.972,-52.96,Muscicapidae,Passeriformes
988,Cossypha_humeralis,400928,58,23.4828,23.6155,1941.077,3715.777,0.1327,1774.699,-53.86,Muscicapidae,Passeriformes
989,Cossypha_humeralis,400928,59,23.1132,23.2269,11646.465,12311.977,0.1137,665.512,-58.25,Muscicapidae,Passeriformes
990,Cossypha_humeralis,400928,60,23.7007,23.8239,1941.077,3715.777,0.1232,1774.699,-52.38,Muscicapidae,Passeriformes
991,Cossypha_humeralis,400928,61,23.9092,24.0134,1941.077,3715.777,0.1042,1774.699,-51.82,Muscicapidae,Passeriformes
992,Cossypha_humeralis,400928,62,24.1082,24.2124,1885.618,3549.399,0.1042,1663.781,-52.37,Muscicapidae,Passeriformes
993,Cossypha_humeralis,400928,63,24.3261,24.4398,1830.159,3549.399,0.1137,1719.24,-53.05,Muscicapidae,Passeriformes
994,Cossypha_natalensis,370805,1,13.915,14.2689,1918.715,2588.743,0.3539,670.028,-66.69,Muscicapidae,Passeriformes
995,Cossypha_natalensis,370805,2,14.3987,14.8587,1857.804,2649.655,0.4601,791.851,-65.22,Muscicapidae,Passeriformes
996,Cossypha_natalensis,370805,3,15.4604,15.8025,1766.436,2497.376,0.3421,730.939,-68.41,Muscicapidae,Passeriformes
997,Cossypha_natalensis,370805,4,15.9794,16.4513,1827.348,2558.287,0.4719,730.939,-66.67,Muscicapidae,Passeriformes
998,Cossypha_natalensis,370805,5,17.2122,17.5897,1827.348,2588.743,0.3775,761.395,-68.91,Muscicapidae,Passeriformes
999,Cossypha_natalensis,370805,6,17.8138,18.2149,1949.171,2558.287,0.4011,609.116,-66.59,Muscicapidae,Passeriformes
1000,Cossypha_natalensis,370805,7,21.8602,22.2377,1857.804,2558.287,0.3775,700.483,-68.41,Muscicapidae,Passeriformes
1001,Cossypha_natalensis,370805,8,22.3203,22.7803,1949.171,2619.199,0.4601,670.028,-65.12,Muscicapidae,Passeriformes
1002,Cossypha_natalensis,370805,9,23.4528,23.8892,1796.892,2771.478,0.4365,974.586,-70.69,Muscicapidae,Passeriformes
1003,Cossypha_natalensis,370805,10,24.0308,24.5616,1766.436,2649.655,0.5309,883.218,-67.61,Muscicapidae,Passeriformes
1004,Cossypha_natalensis,370805,11,25.2105,25.6116,1766.436,2710.566,0.4011,944.13,-71.53,Muscicapidae,Passeriformes
1005,Cossypha_natalensis,370805,12,25.7649,26.2368,1949.171,2497.376,0.4719,548.204,-67.28,Muscicapidae,Passeriformes
1006,Cossypha_natalensis,370805,13,26.9682,27.3221,1735.981,2558.287,0.3539,822.307,-71.47,Muscicapidae,Passeriformes
1007,Cossypha_natalensis,370805,14,27.4872,28.0063,2010.083,2588.743,0.5191,578.66,-67.33,Muscicapidae,Passeriformes
1008,Cossypha_natalensis,370805,15,31.5283,31.8704,1766.436,2558.287,0.3421,791.851,-69.11,Muscicapidae,Passeriformes
1009,Cossypha_natalensis,370805,16,31.9884,32.4485,1796.892,2558.287,0.4601,761.395,-66.48,Muscicapidae,Passeriformes
1010,Cossypha_natalensis,370805,17,33.0383,33.6163,1461.878,2406.008,0.578,944.13,-70.47,Muscicapidae,Passeriformes
1011,Cossypha_natalensis,370805,18,34.277,34.6427,1477.106,2543.059,0.3657,1065.953,-73.4,Muscicapidae,Passeriformes
1012,Cossypha_natalensis,370805,19,35.9816,36.3768,1705.525,2040.539,0.3952,335.014,-66.27,Muscicapidae,Passeriformes
1013,Cossypha_natalensis,370805,20,37.4698,37.8827,1856.25,2728.125,0.4129,871.875,-71.53,Muscicapidae,Passeriformes
1014,Cossypha_natalensis,370805,21,37.9771,38.4489,1884.375,2671.875,0.4719,787.5,-66.7,Muscicapidae,Passeriformes
1015,Cossypha_natalensis,370805,22,39.06,39.4847,1828.125,2587.5,0.4247,759.375,-69.67,Muscicapidae,Passeriformes
1016,Cossypha_natalensis,370805,23,39.7679,40.1336,1884.375,2671.875,0.3657,787.5,-66.35,Muscicapidae,Passeriformes
1017,Cossypha_natalensis,370805,24,40.9947,41.3486,1743.75,2475.0,0.3539,731.25,-69.55,Muscicapidae,Passeriformes
1018,Cossypha_natalensis,370805,25,41.5038,41.8223,1856.25,2559.375,0.3185,703.125,-66.94,Muscicapidae,Passeriformes
1019,Cossypha_natalensis,370805,26,42.3767,42.8722,1490.625,2081.25,0.4955,590.625,-67.82,Muscicapidae,Passeriformes
1020,Cossypha_natalensis,370805,27,43.3795,43.58,1434.375,2193.75,0.2005,759.375,-74.71,Muscicapidae,Passeriformes
1021,Cossypha_natalensis,370805,28,43.7098,43.9929,1687.5,2165.625,0.2831,478.125,-66.93,Muscicapidae,Passeriformes
1022,Cossypha_natalensis,370805,29,48.5353,48.9128,1350.0,2081.25,0.3775,731.25,-70.4,Muscicapidae,Passeriformes
1023,Cossypha_natalensis,370805,30,49.3611,49.9745,1743.75,2418.75,0.6134,675.0,-65.67,Muscicapidae,Passeriformes
1024,Cossypha_natalensis,370805,31,50.2293,50.5242,1125.0,1687.5,0.2949,562.5,-74.43,Muscicapidae,Passeriformes
1025,Cossypha_natalensis,370805,32,50.654,51.0079,1631.25,2221.875,0.3539,590.625,-66.78,Muscicapidae,Passeriformes
1026,Cossypha_natalensis,370805,33,51.291,51.5742,1181.25,1603.125,0.2831,421.875,-74.15,Muscicapidae,Passeriformes
1027,Cossypha_natalensis,370805,34,51.7393,52.0814,1603.125,2193.75,0.3421,590.625,-70.7,Muscicapidae,Passeriformes
1028,Cossypha_natalensis,370805,35,53.073,53.4976,1378.125,1968.75,0.4247,590.625,-69.92,Muscicapidae,Passeriformes
1029,Cossypha_natalensis,370805,36,54.0167,54.5947,1715.625,2278.125,0.578,562.5,-65.47,Muscicapidae,Passeriformes
1030,Cossypha_natalensis,370805,37,55.1339,55.5586,1715.625,2700.0,0.4247,984.375,-71.31,Muscicapidae,Passeriformes
1031,Cossypha_natalensis,370805,38,55.7237,56.113,1800.0,2643.75,0.3893,843.75,-67.35,Muscicapidae,Passeriformes
1032,Cossypha_natalensis,370805,39,57.7675,58.145,1378.125,2531.25,0.3775,1153.125,-71.41,Muscicapidae,Passeriformes
1033,Cossypha_natalensis,370805,40,58.3338,58.7113,1856.25,2587.5,0.3775,731.25,-67.76,Muscicapidae,Passeriformes
1034,Cossypha_natalensis,370805,41,59.353,59.7187,1884.375,2671.875,0.3657,787.5,-71.06,Muscicapidae,Passeriformes
1035,Cossypha_natalensis,370805,42,59.9665,60.3322,1912.5,2615.625,0.3657,703.125,-67.4,Muscicapidae,Passeriformes
1036,Cossypha_natalensis,370805,43,61.3113,61.7242,1575.0,2193.75,0.4129,618.75,-71.81,Muscicapidae,Passeriformes
1037,Cossypha_natalensis,370805,44,62.314,62.8449,1884.375,3121.875,0.5309,1237.5,-67.36,Muscicapidae,Passeriformes
1038,Cossypha_natalensis,370805,45,63.4701,63.9302,1715.625,2559.375,0.4601,843.75,-69.29,Muscicapidae,Passeriformes
1039,Cossypha_natalensis,370805,46,64.3266,64.7867,1743.75,2418.75,0.4601,675.0,-68.59,Muscicapidae,Passeriformes
