,SP,record,n_roi,min_t,max_t,min_f,max_f,dt,df,APD,Familiy,Order
630,Apalis_ruddi,201315,20,7.729511278,7.797839786,1691.507,2899.726,0.0683,1208.219,-35.92,Cisticolidae,Passeriformes
631,Apalis_ruddi,201315,21,7.840545103,7.900332547,1782.123,2899.726,0.0598,1117.603,-36.18,Cisticolidae,Passeriformes
632,Apalis_ruddi,201315,22,7.968661055,8.045530626,1751.918,2809.11,0.0769,1057.192,-35.8,Cisticolidae,Passeriformes
633,Apalis_ruddi,201315,23,8.088235943,8.139482324,1782.123,2899.726,0.0512,1117.603,-36.27,Cisticolidae,Passeriformes
634,Apalis_ruddi,201315,24,8.207810832,8.259057213,1751.918,2899.726,0.0512,1147.808,-34.99,Cisticolidae,Passeriformes
635,Apalis_ruddi,201315,25,8.32738572,8.387173165,1661.301,2839.315,0.0598,1178.014,-36.71,Cisticolidae,Passeriformes
636,Apalis_ruddi,201315,26,8.455501672,8.515289116,1691.507,2778.904,0.0598,1087.397,-37.48,Cisticolidae,Passeriformes
637,Apalis_ruddi,201315,27,8.651946132,8.788603147,2658.082,3715.274,0.1367,1057.192,-46.47,Cisticolidae,Passeriformes
638,Apalis_ruddi,201315,28,10.642013919,10.701801363,1751.918,2929.932,0.0598,1178.014,-42.62,Cisticolidae,Passeriformes
639,Apalis_ruddi,201315,29,10.761588808,10.821376252,1691.507,2809.11,0.0598,1117.603,-39.59,Cisticolidae,Passeriformes
640,Apalis_ruddi,201315,30,10.898245823,10.958033267,1812.329,2839.315,0.0598,1026.986,-37.47,Cisticolidae,Passeriformes
641,Apalis_ruddi,201315,31,11.017820711,11.086149219,1812.329,2869.521,0.0683,1057.192,-38.49,Cisticolidae,Passeriformes
642,Apalis_ruddi,201315,32,11.1373956,11.214265171,1842.534,2839.315,0.0769,996.781,-39.7,Cisticolidae,Passeriformes
643,Apalis_ruddi,201315,33,11.248429425,11.316757933,1842.534,2839.315,0.0683,996.781,-37.82,Cisticolidae,Passeriformes
644,Apalis_ruddi,201315,34,11.368004313,11.461956012,1993.562,2899.726,0.094,906.164,-41.95,Cisticolidae,Passeriformes
645,Apalis_ruddi,201315,35,11.513202392,11.55590771,1812.329,2809.11,0.0427,996.781,-39.25,Cisticolidae,Passeriformes
646,Apalis_ruddi,201315,36,11.615695154,11.675482598,1812.329,2809.11,0.0598,996.781,-39.0,Cisticolidae,Passeriformes
647,Apalis_ruddi,201315,37,11.735270042,11.786516423,1933.151,2839.315,0.0512,906.164,-38.73,Cisticolidae,Passeriformes
648,Apalis_ruddi,201315,38,11.854844931,11.940255566,1933.151,2295.616,0.0854,362.466,-40.52,Cisticolidae,Passeriformes
649,Apalis_ruddi,201315,39,11.965878756,12.042748327,1902.945,2265.411,0.0769,362.466,-39.86,Cisticolidae,Passeriformes
650,Apalis_ruddi,201315,40,12.076912581,12.136700025,1872.74,2235.205,0.0598,362.466,-39.96,Cisticolidae,Passeriformes
651,Apalis_ruddi,201315,41,12.196487469,12.264815977,1842.534,2265.411,0.0683,422.877,-42.1,Cisticolidae,Passeriformes
652,Apalis_ruddi,201315,42,12.324603421,12.384390866,1540.479,3080.959,0.0598,1540.479,-42.69,Cisticolidae,Passeriformes
653,Apalis_ruddi,201315,43,12.41855512,12.461260437,2174.795,2960.137,0.0427,785.342,-39.87,Cisticolidae,Passeriformes
654,Apalis_ruddi,201315,44,12.965183181,13.272661466,2658.082,3685.068,0.3075,1026.986,-45.34,Cisticolidae,Passeriformes
655,Apalis_ruddi,201315,45,18.06883314,18.132891116,1389.452,3080.959,0.0641,1691.507,-36.27,Cisticolidae,Passeriformes
656,Apalis_ruddi,201315,46,18.19267856,18.363499829,1238.425,3020.548,0.1708,1782.123,-40.19,Cisticolidae,Passeriformes
657,Apalis_ruddi,201315,47,18.406205146,18.517238971,1389.452,2960.137,0.111,1570.685,-37.27,Cisticolidae,Passeriformes
658,Apalis_ruddi,201315,48,18.559944289,18.713683431,1359.247,2869.521,0.1537,1510.274,-38.41,Cisticolidae,Passeriformes
659,Apalis_ruddi,201315,49,18.756388748,18.927210018,1389.452,3231.986,0.1708,1842.534,-39.64,Cisticolidae,Passeriformes
660,Apalis_ruddi,201315,50,18.952833208,19.089490224,1419.658,2929.932,0.1367,1510.274,-40.08,Cisticolidae,Passeriformes
661,Apalis_ruddi,201315,51,19.115113414,19.27739362,1389.452,2929.932,0.1623,1540.479,-41.54,Cisticolidae,Passeriformes
662,Apalis_ruddi,201315,52,19.354263191,19.388427445,1872.74,2325.822,0.0342,453.082,-32.54,Cisticolidae,Passeriformes
663,Apalis_ruddi,201315,53,19.465297016,19.508002333,1812.329,2295.616,0.0427,483.288,-35.59,Cisticolidae,Passeriformes
664,Apalis_ruddi,201315,54,19.678823603,19.789857428,1359.247,2718.493,0.111,1359.247,-38.96,Cisticolidae,Passeriformes
665,Apalis_ruddi,201315,55,19.866726999,19.986301887,1359.247,2929.932,0.1196,1570.685,-42.86,Cisticolidae,Passeriformes
666,Apalis_ruddi,201315,56,21.858827011,22.021107217,1842.534,2929.932,0.1623,1087.397,-40.49,Cisticolidae,Passeriformes
667,Apalis_ruddi,201315,57,22.080894661,22.260256994,1902.945,2929.932,0.1794,1026.986,-37.46,Cisticolidae,Passeriformes
668,Apalis_ruddi,201315,58,22.268798057,22.371290819,1902.945,3020.548,0.1025,1117.603,-34.49,Cisticolidae,Passeriformes
669,Apalis_ruddi,201315,59,22.44816039,22.593358469,1933.151,2718.493,0.1452,785.342,-35.77,Cisticolidae,Passeriformes
670,Apalis_ruddi,201315,60,22.661686977,22.823967183,1933.151,2839.315,0.1623,906.164,-35.81,Cisticolidae,Passeriformes
671,Apalis_ruddi,201315,61,22.8666725,22.969165261,1842.534,2839.315,0.1025,996.781,-33.7,Cisticolidae,Passeriformes
672,Apalis_ruddi,201315,62,23.028952706,23.182691848,1872.74,2899.726,0.1537,1026.986,-35.04,Cisticolidae,Passeriformes
673,Apalis_ruddi,201315,63,23.233938229,23.327889927,1872.74,3050.753,0.094,1178.014,-34.76,Cisticolidae,Passeriformes
674,Apalis_ruddi,201315,64,23.344972054,23.524334387,1872.74,2990.342,0.1794,1117.603,-36.41,Cisticolidae,Passeriformes
675,Apalis_ruddi,201315,65,23.567039704,23.72931991,1865.435,2726.291,0.1623,860.856,-34.06,Cisticolidae,Passeriformes
676,Apalis_ruddi,201315,66,23.797648417,23.959928623,1947.351,2305.882,0.1623,358.532,-33.43,Cisticolidae,Passeriformes
677,Apalis_ruddi,201315,67,24.24117068,24.356475037,1890.076,2990.441,0.1153,1100.366,-36.47,Cisticolidae,Passeriformes
678,Apalis_ruddi,201315,68,24.441885672,24.578542687,1801.471,2774.265,0.1367,972.794,-38.07,Cisticolidae,Passeriformes
679,Apalis_ruddi,201315,69,24.638330131,24.732281829,1909.559,2738.235,0.094,828.676,-35.57,Cisticolidae,Passeriformes
680,Apalis_ruddi,201315,70,24.774987147,24.809151401,1837.5,2305.882,0.0342,468.382,-33.33,Cisticolidae,Passeriformes
681,Apalis_ruddi,201315,71,24.903103099,24.945808416,1801.471,2305.882,0.0427,504.412,-34.36,Cisticolidae,Passeriformes
682,Apalis_ruddi,201315,72,24.997054797,25.048301178,1873.529,2233.824,0.0512,360.294,-34.36,Cisticolidae,Passeriformes
683,Apalis_ruddi,201315,73,25.108088622,25.22766351,1837.5,3026.471,0.1196,1188.971,-34.5,Cisticolidae,Passeriformes
684,Apalis_ruddi,201315,74,25.295992018,25.441190097,1369.118,2954.412,0.1452,1585.294,-38.44,Cisticolidae,Passeriformes
685,Apalis_ruddi,201315,75,25.492436478,25.603470303,1441.176,2882.353,0.111,1441.176,-36.37,Cisticolidae,Passeriformes
686,Apalis_ruddi,201315,76,25.64617562,25.791373699,1783.456,2702.206,0.1452,918.75,-35.72,Cisticolidae,Passeriformes
687,Apalis_ruddi,201315,77,25.86824327,26.021982412,1909.559,2990.441,0.1537,1080.882,-35.87,Cisticolidae,Passeriformes
688,Apalis_ruddi,201315,78,26.073228793,26.192803682,1873.529,2846.324,0.1196,972.794,-35.58,Cisticolidae,Passeriformes
689,Apalis_ruddi,201315,79,26.244050062,26.389248141,1873.529,2810.294,0.1452,936.765,-36.54,Cisticolidae,Passeriformes
690,Apalis_ruddi,201315,80,26.474658776,26.585692601,1657.353,2846.324,0.111,1188.971,-37.87,Cisticolidae,Passeriformes
691,Apalis_ruddi,201315,81,26.662562172,26.816301315,1909.559,2774.265,0.1537,864.706,-38.37,Cisticolidae,Passeriformes
692,Apalis_ruddi,201315,82,26.893170886,26.944417267,1981.618,2269.853,0.0512,288.235,-36.36,Cisticolidae,Passeriformes
693,Apalis_ruddi,201315,83,26.995663647,27.063992155,1873.529,2269.853,0.0683,396.324,-42.94,Cisticolidae,Passeriformes
694,Apalis_ruddi,201315,84,27.089615345,27.209190234,1873.529,2882.353,0.1196,1008.824,-37.47,Cisticolidae,Passeriformes
695,Apalis_ruddi,201315,85,27.268977678,27.388552567,1801.471,2918.382,0.1196,1116.912,-39.95,Cisticolidae,Passeriformes
696,Apalis_ruddi,201315,86,27.473963201,27.644784471,1945.588,2882.353,0.1708,936.765,-40.54,Cisticolidae,Passeriformes
697,Apalis_ruddi,201315,87,27.721654042,27.764359359,1801.471,2269.853,0.0427,468.382,-41.23,Cisticolidae,Passeriformes
698,Apalis_ruddi,201315,88,27.849769994,28.0120502,1765.441,2990.441,0.1623,1225.0,-37.27,Cisticolidae,Passeriformes
699,Apalis_ruddi,201315,89,28.071837644,28.217035723,1729.412,3062.5,0.1452,1333.088,-39.41,Cisticolidae,Passeriformes
700,Apalis_ruddi,201315,90,28.268282103,28.413480182,1729.412,3026.471,0.1452,1297.059,-40.5,Cisticolidae,Passeriformes
701,Apalis_ruddi,201315,91,28.439103373,28.575760388,1729.412,3026.471,0.1367,1297.059,-40.17,Cisticolidae,Passeriformes
702,Apalis_ruddi,201315,92,28.661171023,28.789286975,1729.412,3062.5,0.1281,1333.088,-41.75,Cisticolidae,Passeriformes
703,Apalis_ruddi,201315,93,28.857615482,28.92594399,2017.647,2377.941,0.0683,360.294,-40.75,Cisticolidae,Passeriformes
704,Apalis_ruddi,201315,94,28.985731434,29.036977815,2089.706,2377.941,0.0512,288.235,-35.95,Cisticolidae,Passeriformes
705,Apalis_ruddi,201315,95,29.088224196,29.12238845,2089.706,2305.882,0.0342,216.176,-32.81,Cisticolidae,Passeriformes
706,Apalis_ruddi,201315,96,29.190716958,29.293209719,1513.235,2954.412,0.1025,1441.176,-38.22,Cisticolidae,Passeriformes
707,Apalis_ruddi,201315,97,29.318832909,29.489654179,1837.5,2774.265,0.1708,936.765,-38.16,Cisticolidae,Passeriformes
708,Apalis_ruddi,201315,98,29.549441623,29.677557575,1693.382,2774.265,0.1281,1080.882,-38.6,Cisticolidae,Passeriformes
709,Apalis_ruddi,201315,99,29.754427146,29.865460971,1621.324,2918.382,0.111,1297.059,-39.59,Cisticolidae,Passeriformes
710,Apalis_ruddi,201315,100,29.925248415,30.087528621,1837.5,2738.235,0.1623,900.735,-37.99,Cisticolidae,Passeriformes
711,Apalis_ruddi,201315,101,30.155857129,30.20710351,1837.5,2341.912,0.0512,504.412,-35.98,Cisticolidae,Passeriformes
712,Apalis_ruddi,201315,102,30.266890954,30.326678398,1801.471,2305.882,0.0598,504.412,-39.37,Cisticolidae,Passeriformes
713,Apalis_ruddi,201315,103,30.483521357,30.654342626,1513.235,3026.471,0.1708,1513.235,-42.09,Cisticolidae,Passeriformes
714,Apalis_ruddi,201315,104,30.739753261,30.850787086,1549.265,2846.324,0.111,1297.059,-41.84,Cisticolidae,Passeriformes
715,Apalis_ruddi,201315,105,30.88495134,30.953279848,1765.441,2341.912,0.0683,576.471,-42.17,Cisticolidae,Passeriformes
716,Apalis_ruddi,201315,106,31.004526228,31.064313673,1837.5,2305.882,0.0598,468.382,-41.55,Cisticolidae,Passeriformes
717,Apalis_ruddi,201315,107,31.141183244,31.183888561,1693.382,2269.853,0.0427,576.471,-41.82,Cisticolidae,Passeriformes
718,Apalis_ruddi,201315,108,31.277840259,31.414497275,1621.324,3026.471,0.1367,1405.147,-38.95,Cisticolidae,Passeriformes
719,Apalis_ruddi,201315,109,31.474284719,31.593859607,1693.382,2846.324,0.1196,1152.941,-38.61,Cisticolidae,Passeriformes
720,Apalis_ruddi,201315,110,31.687811305,31.790304067,1693.382,2882.353,0.1025,1188.971,-38.24,Cisticolidae,Passeriformes
721,Apalis_ruddi,201315,111,31.858632575,31.99528959,1729.412,2918.382,0.1367,1188.971,-38.22,Cisticolidae,Passeriformes
722,Apalis_ruddi,201315,112,32.097782352,32.208816177,1873.529,2918.382,0.111,1044.853,-36.98,Cisticolidae,Passeriformes
723,Apalis_ruddi,201315,113,32.234439367,32.396719573,1909.559,2918.382,0.1623,1008.824,-39.04,Cisticolidae,Passeriformes
724,Apalis_ruddi,201315,114,32.456507017,32.533376588,1945.588,2269.853,0.0769,324.265,-39.99,Cisticolidae,Passeriformes
725,Apalis_ruddi,201315,115,32.576081906,32.627328287,1873.529,2233.824,0.0512,360.294,-41.34,Cisticolidae,Passeriformes
726,Apalis_ruddi,201315,116,32.695656794,32.857937,1729.412,2954.412,0.1623,1225.0,-39.08,Cisticolidae,Passeriformes
727,Apalis_ruddi,201315,117,32.943347635,33.097086777,2053.676,2990.441,0.1537,936.765,-39.27,Cisticolidae,Passeriformes
728,Apalis_ruddi,201315,118,33.148333158,33.3020723,1909.559,2918.382,0.1537,1008.824,-37.4,Cisticolidae,Passeriformes
729,Apalis_ruddi,201315,119,33.327695491,33.455811443,1909.559,2882.353,0.1281,972.794,-37.34,Cisticolidae,Passeriformes
730,Apalis_ruddi,201315,120,33.507057823,33.780371854,1909.559,2918.382,0.2733,1008.824,-40.64,Cisticolidae,Passeriformes
731,Apalis_ruddi,201315,121,35.478597712,35.606713664,1765.441,2990.441,0.1281,1225.0,-37.19,Cisticolidae,Passeriformes
732,Apalis_ruddi,201315,122,35.623795791,35.811699187,1765.441,2954.412,0.1879,1188.971,-40.28,Cisticolidae,Passeriformes
733,Apalis_ruddi,201315,123,35.862945568,36.033766837,1945.588,2990.441,0.1708,1044.853,-41.0,Cisticolidae,Passeriformes
734,Apalis_ruddi,201315,124,36.067931091,36.272916614,1945.588,2954.412,0.205,1008.824,-43.73,Cisticolidae,Passeriformes
735,Apalis_ruddi,201315,125,36.606018089,36.751216168,1801.471,3170.588,0.1452,1369.118,-37.19,Cisticolidae,Passeriformes
736,Apalis_ruddi,201315,126,36.811003612,36.922037437,1873.529,2882.353,0.111,1008.824,-35.83,Cisticolidae,Passeriformes
737,Apalis_ruddi,201315,127,36.973283818,37.152646151,1837.5,2810.294,0.1794,972.794,-35.06,Cisticolidae,Passeriformes
738,Apalis_ruddi,201315,128,37.178269341,37.32346742,1765.441,2918.382,0.1452,1152.941,-35.51,Cisticolidae,Passeriformes
739,Apalis_ruddi,201315,129,36.315621931,36.401032566,1981.618,2269.853,0.0854,288.235,-44.14,Cisticolidae,Passeriformes
740,Apalis_ruddi,201315,130,36.452278947,36.529148518,1981.618,2269.853,0.0769,288.235,-41.83,Cisticolidae,Passeriformes
741,Apalis_ruddi,201315,131,37.443042308,37.494288689,1909.559,2377.941,0.0512,468.382,-33.4,Cisticolidae,Passeriformes
742,Apalis_ruddi,201315,132,37.54553507,37.596781451,1945.588,2341.912,0.0512,396.324,-33.37,Cisticolidae,Passeriformes
743,Apalis_ruddi,201315,133,37.673651022,37.810308037,1657.353,3062.5,0.1367,1405.147,-33.76,Cisticolidae,Passeriformes
744,Apalis_ruddi,201315,134,37.895718672,38.006752497,1621.324,2918.382,0.111,1297.059,-34.7,Cisticolidae,Passeriformes
745,Apalis_ruddi,201315,135,38.075081005,38.143409512,1693.382,2774.265,0.0683,1080.882,-38.92,Cisticolidae,Passeriformes
746,Apalis_ruddi,201315,136,38.228820147,38.288607591,1837.5,2305.882,0.0598,468.382,-36.82,Cisticolidae,Passeriformes
747,Apalis_ruddi,201315,137,38.331312909,38.391100353,1837.5,2341.912,0.0598,504.412,-37.54,Cisticolidae,Passeriformes
748,Apalis_ruddi,201315,138,38.450887797,38.604626939,1441.176,2990.441,0.1537,1549.265,-36.0,Cisticolidae,Passeriformes
749,Apalis_ruddi,201315,139,38.690037574,38.792530336,1657.353,2954.412,0.1025,1297.059,-34.11,Cisticolidae,Passeriformes
750,Apalis_ruddi,201315,140,38.809612463,38.860858843,1909.559,2450.0,0.0512,540.441,-36.46,Cisticolidae,Passeriformes
751,Apalis_ruddi,201315,141,38.912105224,38.988974795,1837.5,2341.912,0.0769,504.412,-38.33,Cisticolidae,Passeriformes
752,Apalis_ruddi,201315,142,39.04876224,39.091467557,1837.5,2269.853,0.0427,432.353,-36.44,Cisticolidae,Passeriformes
753,Apalis_ruddi,201315,143,41.856141581,41.97571647,2125.735,3855.147,0.1196,1729.412,-37.88,Cisticolidae,Passeriformes
754,Apalis_ruddi,201315,144,42.684624737,42.88961026,2341.912,4251.471,0.205,1909.559,-50.98,Cisticolidae,Passeriformes
755,Apalis_ruddi,201315,145,43.854750432,44.110982336,2594.118,4755.882,0.2562,2161.765,-48.88,Cisticolidae,Passeriformes
756,Apalis_ruddi,201315,146,45.041958253,45.229861649,2341.912,4503.676,0.1879,2161.765,-38.76,Cisticolidae,Passeriformes
757,Apalis_ruddi,201315,147,46.640504711,46.819867044,2630.147,4215.441,0.1794,1585.294,-51.76,Cisticolidae,Passeriformes
758,Apalis_ruddi,201315,148,48.177896135,48.442669102,2882.353,4719.853,0.2648,1837.5,-40.5,Cisticolidae,Passeriformes
759,Apalis_ruddi,201315,149,50.774379428,50.936659633,2413.971,4323.529,0.1623,1909.559,-38.96,Cisticolidae,Passeriformes
760,Apalis_ruddi,201315,150,53.565975692,53.702632708,2053.676,3891.176,0.1367,1837.5,-42.62,Cisticolidae,Passeriformes
761,Apalis_ruddi,201315,151,54.932545846,55.060661798,1297.059,3350.735,0.1281,2053.676,-35.83,Cisticolidae,Passeriformes
762,Apalis_ruddi,201315,152,55.124719774,55.299811575,1333.088,2918.382,0.1751,1585.294,-37.24,Cisticolidae,Passeriformes
763,Apalis_ruddi,201315,153,55.325434766,55.445009654,1369.118,3242.647,0.1196,1873.529,-35.64,Cisticolidae,Passeriformes
764,Apalis_ruddi,201315,154,55.513338162,55.658536241,1405.147,3170.588,0.1452,1765.441,-36.99,Cisticolidae,Passeriformes
765,Apalis_ruddi,201315,155,55.718323685,55.889144954,1333.088,3098.529,0.1708,1765.441,-37.57,Cisticolidae,Passeriformes
766,Apalis_ruddi,201315,156,55.940391335,56.299116001,1801.471,4611.765,0.3587,2810.294,-39.92,Cisticolidae,Passeriformes
767,Apalis_ruddi,201315,157,57.990537021,58.1357351,1333.088,3350.735,0.1452,2017.647,-36.37,Cisticolidae,Passeriformes
768,Apalis_ruddi,201315,158,58.204063608,58.33217956,1297.059,3350.735,0.1281,2053.676,-36.18,Cisticolidae,Passeriformes
769,Apalis_ruddi,201315,159,58.366343814,58.485918702,1297.059,3386.765,0.1196,2089.706,-36.45,Cisticolidae,Passeriformes
770,Apalis_ruddi,201315,160,58.588411464,58.699445289,1297.059,3350.735,0.111,2053.676,-35.23,Cisticolidae,Passeriformes
771,Apalis_ruddi,201315,161,58.793396987,58.904430812,1441.176,3314.706,0.111,1873.529,-34.49,Cisticolidae,Passeriformes
772,Apalis_ruddi,201315,162,58.955677193,59.0240057,1188.971,3278.676,0.0683,2089.706,-40.17,Cisticolidae,Passeriformes
773,Apalis_ruddi,201315,163,59.049628891,59.135039525,1477.206,3350.735,0.0854,1873.529,-34.59,Cisticolidae,Passeriformes
774,Apalis_ruddi,201315,164,59.160662716,59.340025049,1801.471,2882.353,0.1794,1080.882,-37.14,Cisticolidae,Passeriformes
775,Apalis_ruddi,201315,165,59.485223127,59.818324602,2738.235,4827.941,0.3331,2089.706,-45.75,Cisticolidae,Passeriformes
776,Apalis_ruddi,201315,166,64.014980731,64.339541143,2522.059,4647.794,0.3246,2125.735,-46.71,Cisticolidae,Passeriformes
777,Bostrychia_hagedash,59742,1,0.8422,1.3604,1144.672,5632.992,0.5183,4488.32,-55.69,Treskiornithidae,Pelecaniformes
778,Bostrychia_hagedash,59742,2,1.2568,1.801,1148.437,5971.875,0.5442,4823.437,-57.49,Treskiornithidae,Pelecaniformes
779,Bostrychia_hagedash,59742,3,3.4076,4.0943,1174.795,5282.812,0.6867,4108.017,-61.01,Treskiornithidae,Pelecaniformes
780,Bostrychia_hagedash,59742,4,6.0767,6.569,1301.562,5806.199,0.4924,4504.636,-60.18,Treskiornithidae,Pelecaniformes
781,Bostrychia_hagedash,59742,5,6.569,7.0873,1110.156,6507.812,0.5183,5397.656,-60.7,Treskiornithidae,Pelecaniformes
782,Bostrychia_hagedash,59742,6,11.1945,12.2699,662.705,6039.652,1.0754,5376.947,-57.86,Treskiornithidae,Pelecaniformes
783,Burhinus_vemiculatus,701253,1,0.5601,1.1396,918.75,2796.196,0.5794,1877.446,-41.06,Burhinidae,Charadriiformes
784,Burhinus_vemiculatus,701253,2,6.6443,7.2623,958.696,2836.141,0.6181,1877.446,-41.4,Burhinidae,Charadriiformes
785,Corvus_splendens,104058,1,1.5707,1.9814,817.788,2332.212,0.4106,1514.423,-50.28,Corvidae,Passeriformes
786,Corvus_splendens,104058,2,2.392,2.7821,666.346,2271.635,0.3901,1605.288,-45.81,Corvidae,Passeriformes
787,Corvus_splendens,104058,3,3.0798,3.4494,757.212,2301.923,0.3696,1544.712,-48.4,Corvidae,Passeriformes
788,Corvus_splendens,104058,4,3.7266,4.0962,666.346,2271.635,0.3696,1605.288,-50.53,Corvidae,Passeriformes
789,Corvus_splendens,104058,5,9.1583,9.5176,636.058,2241.346,0.3593,1605.288,-55.63,Corvidae,Passeriformes
790,Corvus_splendens,104058,6,11.8685,12.1354,938.942,2029.327,0.2669,1090.385,-57.45,Corvidae,Passeriformes
791,Corvus_spelndens,721755,1,0.4285,0.7571,599.185,10485.734,0.3285,9886.549,-45.2,Corvidae,Passeriformes
792,Corvus_spelndens,721756,2,1.1713,1.457,559.239,10945.109,0.2857,10385.87,-45.67,Corvidae,Passeriformes
793,Corvus_spelndens,721757,3,6.9851,7.3279,559.239,10625.543,0.3428,10066.304,-47.25,Corvidae,Passeriformes
794,Corvus_spelndens,721758,4,7.5494,7.8565,659.103,10246.06,0.3071,9586.957,-46.38,Corvidae,Passeriformes
795,Corvus_spelndens,721759,5,8.0636,8.3421,609.171,10815.285,0.2785,10206.114,-45.46,Corvidae,Passeriformes
796,Corvus_spelndens,721760,6,12.3256,12.6255,479.348,10845.245,0.3,10365.897,-46.28,Corvidae,Passeriformes
797,Corvus_spelndens,721761,7,15.111,15.4681,479.348,10665.489,0.3571,10186.141,-47.53,Corvidae,Passeriformes
798,Corvus_spelndens,721762,8,15.6824,16.011,539.266,10246.06,0.3285,9706.793,-45.84,Corvidae,Passeriformes
799,Cisticola_chiniana,444840,1,0.6561,0.8516,1968.75,6360.577,0.1955,4391.827,-48.83,Cisticolidae,Passeriformes
800,Cisticola_chiniana,444841,2,1.0949,1.2947,2029.327,7572.115,0.1999,5542.788,-43.42,Cisticolidae,Passeriformes
801,Cisticola_chiniana,444842,3,1.386,1.5554,2059.615,7965.865,0.1694,5906.25,-42.95,Cisticolidae,Passeriformes
802,Cisticola_chiniana,444843,4,1.651,1.8139,1999.038,6754.327,0.1629,4755.288,-41.45,Cisticolidae,Passeriformes
803,Cisticola_chiniana,444844,5,1.8986,1.9942,1019.435,6947.26,0.0956,5927.825,-46.02,Cisticolidae,Passeriformes
804,Cisticola_chiniana,444845,6,2.0073,2.1029,1019.435,6947.26,0.0956,5927.825,-45.98,Cisticolidae,Passeriformes
805,Cisticola_chiniana,444846,7,2.1115,2.1941,981.678,6833.99,0.0825,5852.312,-44.01,Cisticolidae,Passeriformes
806,Cisticola_chiniana,444847,8,2.2288,2.3157,981.678,6909.503,0.0869,5927.825,-45.37,Cisticolidae,Passeriformes
807,Cisticola_chiniana,444848,9,5.794,5.9764,2038.87,9363.699,0.1825,7324.829,-49.57,Cisticolidae,Passeriformes
808,Cisticola_chiniana,444849,10,6.2197,6.3979,1963.356,6380.908,0.1781,4417.551,-44.55,Cisticolidae,Passeriformes
809,Cisticola_chiniana,444850,11,6.6238,6.8106,1963.356,6531.935,0.1868,4568.579,-41.95,Cisticolidae,Passeriformes
810,Cisticola_chiniana,444851,12,6.8975,6.9801,1245.976,6909.503,0.0825,5663.527,-47.35,Cisticolidae,Passeriformes
811,Cisticola_chiniana,444852,13,7.0105,7.1017,1019.435,6343.151,0.0912,5323.716,-46.67,Cisticolidae,Passeriformes
812,Cisticola_chiniana,444853,14,7.1104,7.1973,1057.192,6418.664,0.0869,5361.473,-46.06,Cisticolidae,Passeriformes
813,Cisticola_chiniana,444854,15,7.2147,7.3103,1170.462,6456.421,0.0956,5285.959,-45.54,Cisticolidae,Passeriformes
814,Calendulauda_africanoides,449420,1,2.9653,3.0856,3787.412,6407.471,0.1203,2620.059,-70.83,Alaudidae,Passeriformes
815,Calendulauda_africanoides,449420,2,3.1156,3.326,4306.235,6485.294,0.2104,2179.059,-68.33,Alaudidae,Passeriformes
816,Calendulauda_africanoides,449420,3,3.4562,3.5163,3528.0,5058.529,0.0601,1530.529,-62.74,Alaudidae,Passeriformes
817,Calendulauda_africanoides,449420,4,3.5564,3.6766,5110.412,7367.294,0.1202,2256.882,-65.42,Alaudidae,Passeriformes
818,Calendulauda_africanoides,449420,5,3.6866,3.7668,6407.471,7419.176,0.0801,1011.706,-65.55,Alaudidae,Passeriformes
819,Calendulauda_africanoides,449420,6,3.8169,3.897,5343.882,6277.765,0.0801,933.882,-62.18,Alaudidae,Passeriformes
820,Calendulauda_africanoides,449420,7,3.9421,3.9972,4838.309,5590.603,0.0551,752.294,-61.46,Alaudidae,Passeriformes
821,Calendulauda_africanoides,449420,8,3.9872,4.1174,3688.219,4679.676,0.1302,991.457,-62.4,Alaudidae,Passeriformes
822,Calendulauda_africanoides,449420,9,4.1374,4.1875,4124.46,6147.032,0.0501,2022.572,-63.53,Alaudidae,Passeriformes
823,Calendulauda_africanoides,449420,10,4.2577,4.2977,4124.46,6028.058,0.0401,1903.597,-63.69,Alaudidae,Passeriformes
824,Calendulauda_africanoides,449420,11,4.3078,4.438,6345.324,6702.248,0.1302,356.924,-66.21,Alaudidae,Passeriformes
825,Calendulauda_africanoides,449420,12,4.3478,4.428,3251.978,4203.777,0.0801,951.799,-70.77,Alaudidae,Passeriformes
826,Calendulauda_africanoides,449420,13,4.428,4.4881,4362.41,5234.892,0.0601,872.482,-64.61,Alaudidae,Passeriformes
827,Calendulauda_africanoides,449420,14,4.4981,4.5482,4283.094,6860.881,0.0501,2577.788,-72.15,Alaudidae,Passeriformes
828,Calendulauda_africanoides,449420,15,4.5682,4.6183,5591.817,6345.324,0.0501,753.507,-65.76,Alaudidae,Passeriformes
829,Calendulauda_africanoides,449420,16,4.6484,4.7285,3807.194,4957.284,0.0801,1150.09,-69.35,Alaudidae,Passeriformes
830,Calendulauda_africanoides,449420,17,7.8463,7.9164,3053.687,4283.094,0.0701,1229.406,-68.94,Alaudidae,Passeriformes
831,Calendulauda_africanoides,449420,18,7.9765,8.0767,3014.029,4481.385,0.1002,1467.356,-71.29,Alaudidae,Passeriformes
832,Calendulauda_africanoides,449420,19,10.8313,10.9215,3926.169,5591.817,0.0902,1665.647,-67.62,Alaudidae,Passeriformes
833,Calendulauda_africanoides,449420,20,11.0317,11.0918,4322.752,7495.414,0.0601,3172.662,-73.6,Alaudidae,Passeriformes
834,Calendulauda_africanoides,449420,21,11.1018,11.1819,5433.183,6384.982,0.0801,951.799,-59.19,Alaudidae,Passeriformes
